variable	year	topic	leftp	n
PRIVSCH	1985	130	77.47747748	1769
PRIVSCH	1986	130	59.2039801	3065
PRIVSCH	1987	130	66.85456595	2766
PRIVSCH	1995	130	80.51948052	1253
PRMEDNHS	1984	130	64.45895522	1646
PRMEDNHS	1986	130	59.87229862	3066
PRMEDNHS	1987	130	65.51724138	2766
PRMEDNHS	1989	130	66.18635927	2930
PRMEDPRV	1984	130	64.61366181	1645
PRMEDPRV	1986	130	66.70581327	3065
PRMEDPRV	1987	130	66.56403941	2765
PRMEDPRV	1989	130	64.75315729	2931
PROTENVB	1993	500	93.52580927	1267
PROTENVB	1995	500	89.88372093	1031
PROTENVB	1996	500	95	1075
PROTENVB	2000	500	90.9610984	976
PROTENVP	1993	500	70.49659202	1267
PROTENVP	1995	500	64.72919419	1032
PROTENVP	1996	500	66.796875	1075
PROTENVP	2000	500	66.28205128	977
PROTEST1	1985	200	88.81118881	1502
PROTEST1	1986	200	87.31942215	1316
PROTEST1	1990	200	91.0793934	1163
PROTEST1	1994	200	89.76034858	986
PROTEST1	1996	200	89.9249732	993
PROTEST1	2005	200	92.1976593	842
PROTEST3	1985	200	69.81792717	1502
PROTEST3	1986	200	59.87361769	1316
PROTEST3	1990	200	73.0941704	1163
PROTEST3	1994	200	72.99349241	986
PROTEST3	1996	200	74.66814159	994
PROTEST3	2005	200	80.63241107	842
PROTEST6	1985	200	29.85074627	1501
PROTEST6	1986	200	29.00398406	1314
PROTEST6	1990	200	32.96903461	1163
PROTEST6	1994	200	33.40659341	986
PROTEST6	1996	200	32.96089385	993
PROTLEAF	1987	200	82.13879408	1243
PROTLEAF	1989	200	86.51867894	2529
PROTLEAF	1990	200	87.65366114	2350
PROTMEET	1987	200	83.44370861	1243
PROTMEET	1989	200	87.50667379	2529
PROTMEET	1990	200	88.3432272	2349
PROTMEET	1996	200	89.80193847	3103
PROTMEET	1997	200	88.92773893	1087
PROTMEET	2001	200	90.43209877	2191
PROTMEET	2005	200	92.91747991	2326
PROUDWLF	2000	120	81.75642892	2991
PROUDWLF	2001	120	83.10880829	2821
PROUDWLF	2002	120	79.29085303	2930
PROUDWLF	2003	120	85.17298188	881
PROUDWLF	2004	120	79.84496124	2609
PROUDWLF	2005	120	81.20300752	600
PUBOWNST	1992	130	54.23514539	3304
PUBOWNST	1994	130	63.52321685	2958
PUBOWNST	1996	130	67.07317073	600
PUBOWNST	1996	130	69.62025316	600
PUBOWNST	1996	130	65.00244738	3104
PUBOWNST	1997	130	60.20114943	1088
PUBOWNST	1997	130	62.32308443	3093
PUBOWNST2	1992	130	53.56585112	2675
PUBOWNST2	1994	130	62.4251497	1835
PUBOWNST2	1995	130	66.89124158	1497
PUBOWNST2	1996	130	66.7673716	1347
PUBOWNST2	1997	130	61.73212487	1379
PUBOWNST2	1998	130	56.8986569	2256
PUBOWNST2	2000	130	57.26375176	1913
PUBOWNST3	1993	130	55.78501094	600
PUBOWNST3	1995	130	63.82539245	600
PUBOWNST3	1997	130	52.57037944	600
PUBOWNST3	2000	130	52.57089436	600
PUBOWNST3	2004	130	58.1873208	600
PUBSERV	2002	130	58.69565217	600
PUBSERV	2003	130	59.57446809	600
PUBSERV	2003	130	65.95744681	600
PUBSERV	2005	130	67.0212766	600
RACECR	1973	400	75	600
RACECR	1976	400	77.41935484	600
RACECR	1981	400	48.38709677	600
RACECR	1985	400	62.71186441	600
RACECR	1985	400	37.31343284	600
RACECR	1990	400	50	600
RACECR	1993	400	69.35483871	600
RACEEQU	1974	400	51.5944399	2305
RACEEQU	1978	400	41.17647059	600
RACEEQU	1979	400	49.37439846	1871
RACEEQU	1981	400	55.35714286	600
RACEEQU2	1983	400	58.2278481	3955
RACEEQU2	1987	400	49.60150023	3826
RACEEQU2	1992	400	58.451417	3534
RACEEQU2	1997	400	52.82529808	3615
RACEEQU2	2000	400	41.15942029	2292
RACELAW	1983	400	70.89061566	1719
RACELAW	1984	400	73.20971867	1645
RACELAW	1986	400	67.02412869	1549
RACELAW	1989	400	71.17437722	1462
RACELAW	1990	400	70.55682685	1353
RACELAW	1991	400	78.60805861	1413
RACELAW	1994	400	76.84162063	2282
RACELAW	1996	400	78.33114897	2405
RACEREL	1959	400	55.26315789	600
RACEREL	1964	400	54.05405405	600
RACEREL	1965	400	43.75	600
RACEREL	1966	400	58.62068966	600
RACEREL	1967	400	29.72972973	600
RACEREL	1968	400	14.28571429	600
RACEREL	1972	400	35.13513514	600
RACOP2FR	1987	400	49.60150023	3826
RACOP2FR	1992	400	58.451417	3534
RACOP2FR	1997	400	52.82529808	3615
REDISTRB	1986	160	59.12863071	1316
REDISTRB	1987	160	57.33122363	2424
REDISTRB	1987	160	65.10681587	3826
REDISTRB	1989	160	63.63636364	2527
REDISTRB	1990	160	62.33905579	2349
REDISTRB	1991	160	56.34743875	1222
REDISTRB	1992	160	63.49436978	3534
REDISTRB	1993	160	57.48792271	1328
REDISTRB	1994	160	66.96468485	2957
REDISTRB	1995	160	62.11804102	3146
REDISTRB	1996	160	61.13089938	3104
REDISTRB	1997	160	75.78044597	3615
REDISTRB	1998	160	55.13756317	2546
REDISTRB	1999	160	50.73696145	2477
REDISTRB	2000	160	51.76260598	2991
REDISTRB	2001	160	53.15315315	2820
REDISTRB	2002	160	53.38061466	2929
REDISTRB	2003	160	56.81310499	3633
REDISTRB	2004	160	45.22502744	2610
REDISTRB	2005	160	45.03496503	600
REDISTRB2	1974	160	66.68463612	2292
REDISTRB2	1979	160	66.16334935	1861
REDISTRB2	1981	160	73.41772152	600
REDISTRB2	1983	160	73.4939759	600
REDUCPOV	1991	160	82.64040846	1413
REDUCPOV	1996	160	84.37236731	2405
RESPAUTH	1974	210	9.019221291	2365
RESPAUTH	1978	210	13.41463415	600
RESPAUTH	1981	210	23.75	600
RESPAUTH	1987	210	28.04878049	600
RESPAUTH	1990	210	27.16049383	600
RICHLAW	1986	160	72.74418605	1316
RICHLAW	1987	160	77.83731125	2424
RICHLAW	1987	160	68.91651865	3414
RICHLAW	1987	160	68.91651865	3414
RICHLAW	1989	160	80.73522569	2528
RICHLAW	1990	160	78.63545817	2348
RICHLAW	1991	160	76.05633803	1221
RICHLAW	1992	160	70.85900689	3304
RICHLAW	1992	160	70.85900689	3304
RICHLAW	1993	160	82.35823582	1326
RICHLAW	1994	160	82.57361839	2957
RICHLAW	1995	160	84.18674699	3145
RICHLAW	1996	160	85.76415826	3103
RICHLAW	1997	160	83.66445916	1088
RICHLAW	1997	160	84.69387755	3093
RICHLAW	1997	160	84.69387755	3093
RICHLAW	1998	160	81.13489298	2545
RICHLAW	1999	160	78.60082305	2477
RICHLAW	2000	160	79.56989247	2991
RICHLAW	2001	160	82.33970754	2191
RICHLAW	2001	160	82.33970754	2191
RICHLAW	2001	160	82.33970754	2191
RICHLAW	2001	160	75.35962877	2821
RICHLAW	2002	160	77.36093144	2929
RICHLAW	2003	160	75.97096189	3635
RICHLAW	2004	160	71.09004739	2610
RICHLAW	2005	160	71.62162162	600
RICHLAW	2005	160	75.8952097	2326
RICHLAW2	1990	160	80.68181818	600
RICHLAW2	1991	160	77.01149425	600
RICHLAW2	1992	160	81.17647059	600
RICHLAW2	1993	160	82.79569892	600
RICHLAW2	1994	160	85.05747126	600
RICHLAW2	1996	160	86.31578947	600
RICHLAW2	1996	160	85.71428571	600
RICHLAW3	1993	160	82.60575296	600
RICHLAW3	1995	160	83.93811853	600
RICHLAW3	1997	160	80.93555853	600
RICHLAW3	2000	160	80.93834439	600
RICHLAW3	2004	160	77.44458931	600
RICHTAX	2003	160	83.82352941	600
RICHTAX	2005	160	89.55223881	600
RIDPOVTY	1974	140	92.94964029	2365
RIDPOVTY	1979	140	77.49562172	1893
RIDPOVTY	1981	140	92.22222222	600
RIDPOVTY	1983	140	88.50862549	3955
RIDPOVTY	1987	140	92.2926009	3826
RIDPOVTY	1992	140	95.43983525	3534
RIDPOVTY	1997	140	95.28356481	3615
RINCEQ	1987	160	64.58267217	3828
RINCEQ	1992	160	69.74900925	1774
RINCEQ	1997	160	76.61578435	3498
ROADS	1961	140	92.85714286	600
ROADS	1961	140	93.93939394	600
ROADS	1965	140	88.13559322	600
ROADS	1967	140	90.47619048	600
ROADS	1968	140	85.71428571	600
ROADS	1975	140	51.78571429	600
ROADS	1976	140	53.84615385	600
ROADS	1976	140	51.06382979	600
ROADS	1977	140	66.10169492	600
ROADS	1977	140	71.69811321	600
ROADS	1978	140	79.54545455	600
ROADS	1979	140	85.71428571	600
ROADS	1980	140	88.23529412	600
ROADS	1982	140	91.30434783	600
ROADS	1983	140	91.17647059	600
ROADS	1983	140	92.42424242	600
ROADS	1985	140	92.64705882	600
ROADS	1985	140	92.59259259	600
ROADS	1986	140	92.64705882	600
ROADS	1986	140	88.88888889	600
ROADS	1988	140	93.5483871	600
ROADS	1988	140	91.93548387	600
ROADS	1990	140	90.14084507	600
ROADS	1990	140	82.08955224	600
ROADS	1991	140	84.61538462	600
ROADS	1992	140	83.58208955	600
ROADS	1993	140	77.19298246	600
ROADS	1993	140	76.78571429	600
ROADS	1995	140	68.85245902	600
ROYAL	1963	800	18.18181818	600
ROYAL	1964	800	17.56756757	600
ROYAL	1966	800	21.62162162	600
ROYAL	1969	800	33.33333333	600
ROYAL	1970	800	24.65753425	600
ROYAL2	1997	800	38.46153846	600
ROYAL2	1997	800	30.37974684	600
ROYAL2	1998	800	35	600
ROYAL2	2000	800	38.02816901	600
ROYAL2	2001	800	40	600
ROYAL2	2002	800	31.39534884	600
ROYAL2	2002	800	41.89189189	600
RPRNAT	1987	130	44.71605867	3826
RPRNAT	1992	130	20.70967742	1774
RPRNAT	1997	130	66.59655027	3498
RTXSPD	1987	150	82.60389849	3826
RTXSPD	1992	150	84.73954512	1774
RTXSPD	1997	150	90.91847265	3498
RTXSPD2	2001	150	87.7034358	3018
RTXSPD2	2005	150	84.21792619	4161
RTXSPDP	1992	150	84.36928702	1405
RTXSPDP	1994	150	84.41369264	1905
RTXSPDP	1995	150	89.10728911	1504
RTXSPDP	1996	150	89.19619706	1368
RTXSPDP	1997	150	93.30472103	1383
RTXSPDP	1997	150	92.0334507	2771
RTXSPDP	1998	150	88.66967306	2204
RTXSPDP	1999	150	90.24984765	2032
RTXSPDP	2000	150	87.77991043	1900
RTXSPDP	2001	150	90.26265215	1858
RULESFOLL	2002	210	43.35664336	600
RULESFOLL	2004	210	45.65434565	600
SAMEEDUC	1986	160	47.30971129	1548
SAMEEDUC	1989	160	53.31010453	1462
SAMEEDUC	1991	160	56.27705628	1414
SAMEEDUC	1993	160	58.90985325	1452
SAMEEDUC	1996	160	60.08403361	1214
SAMEHLTH	1986	160	46.16895874	1548
SAMEHLTH	1989	160	50.41608877	1461
SAMEHLTH	1991	160	55.41125541	1414
SAMEHLTH	1993	160	55.76652602	1452
SAMEHLTH	1996	160	60.60100167	1214
SAVFRRET	1991	100	17.08860759	1414
SAVFRRET	2000	100	16.77588467	3426
SAVFRRET	2004	100	11.48788927	3200
SAVFRRET	2005	100	10.04415011	600
SCOBEYLW	1985	210	61.03351955	1501
SCOBEYLW	1990	210	55.67867036	1163
SCOBEYLW	1994	210	61.19565217	986
SCOBEYLW	1996	210	61.98521647	994
SEXLAW	1983	210	77.85074627	1719
SEXLAW	1984	210	82.1361649	1645
SEXLAW	1987	210	77.30287399	1390
SEXLAW	1990	210	82.72171254	1353
SEXLAW	1991	210	86.42599278	1414
SEXLAW	1994	210	83.95490026	1187
SOCBENEF	1974	120	41.93548387	2272
SOCBENEF	1974	120	49.57599478	2431
SOCBENEF	1979	120	28.46094354	1871
SOCHELP	1987	120	59.02335456	1245
SOCHELP	1989	120	61.68582375	2530
SOCHELP	1991	120	64.18918919	2429
SOCHELP	1993	120	67.903816	2595
SOCHELP	1994	120	64.32183908	2957
SOCHELP	1995	120	59.20593368	3145
SOCHELP	1996	120	59.42962282	3103
SOCHELP	1998	120	53.15729047	2546
SOCHELP	1999	120	59.65978129	2478
SOCHELP	2000	120	54.4834308	2991
SOCHELP	2001	120	52.39583333	2821
SOCHELP	2002	120	46.50688424	2930
SOCHELP	2003	120	43.40567613	881
SOCHELP	2004	120	39.36678614	2610
SOCHELP	2005	120	38.49693252	600
SOCPLAN	1990	100	51.51515152	600
SOCPLAN	1991	100	53.52112676	600
SOCPLAN	1992	100	50	600
SOCPLAN	1993	100	62.16216216	600
SOCPLAN	1994	100	59.375	600
SOCPLAN	1996	100	58.10810811	600
SOCSPND	1964	140	79.59770115	696
SOCSPND	1966	140	54.74452555	685
SOCSPND	1970	140	59.08360129	1842
SOCSPND1	1998	140	38.19910515	3145
SOCSPND1	1999	140	42.70422535	3143
SOCSPND1	2002	140	36.69211196	3434
SOCSPND1	2004	140	25.59872272	3199
SOCSPND2	1998	140	97.71354616	3145
SOCSPND2	1999	140	97.54733219	3142
SOCSPND2	2002	140	96.94501018	3434
SOCSPND2	2004	140	95.9106039	3198
SOCSPND3	1998	140	95.805444	3145
SOCSPND3	1999	140	95.67328918	3143
SOCSPND3	2002	140	94.83512118	3435
SOCSPND3	2004	140	93.40813464	3198
SOCSPND4	1998	140	61.32404181	3147
SOCSPND4	1999	140	59.51696377	3143
SOCSPND4	2002	140	68.69520371	3435
SOCSPND4	2004	140	65.40954626	3199
SOCSPND5	1998	140	97.04090513	3147
SOCSPND5	1999	140	95.47023296	3143
SOCSPND5	2002	140	97.23735409	3435
SOCSPND5	2004	140	97.15719064	3199
SOCSPND6	1998	140	99.34159566	3146
SOCSPND6	1999	140	99.07940161	3143
SOCSPND6	2002	140	98.97635016	3436
SOCSPND6	2004	140	99.15352058	3200
SOLDOFF	1990	130	71.60493827	1446
SOLDOFF	1991	130	69.04761905	1337
SOLDOFF	1992	130	72.5	1424
SOLDOFF	1993	130	79.7752809	1403
SOLDOFF	1994	130	80.48780488	1437
SOLDOFF	1996	130	73.56321839	1200
STATEOWN	1983	130	18.34951456	1719
STATEOWN	1984	130	21.85430464	1646
STATEOWN	1985	130	29.20469361	1769
STATEOWN	1986	130	33.87784091	3066
STATEOWN	1987	130	35.32145624	2766
STATEOWN	1989	130	42.56535948	2930
STATEOWN	1990	130	43.31320104	2699
STIFRSNT	1991	200	31.84115523	1414
STIFRSNT	1996	200	29.19463087	2406
STIFSENT	1979	200	3.817663818	1893
STIFSENT	1981	200	7.692307692	600
STIFSENT	1983	200	10.32947462	3955
STIFSENT	1986	200	8.557692308	1315
STIFSENT	1987	200	5.80952381	1244
STIFSENT	1987	200	6.710709318	3414
STIFSENT	1989	200	7.648725212	2529
STIFSENT	1990	200	10.2340773	2349
STIFSENT	1991	200	17.82477341	1221
STIFSENT	1992	200	7.833655706	3534
STIFSENT	1993	200	4.058721934	1327
STIFSENT	1994	200	6.301482702	2957
STIFSENT	1995	200	6.440677966	3144
STIFSENT	1996	200	9.795081967	3103
STIFSENT	1997	200	6.627438836	3615
STIFSENT	1998	200	5.278174037	2546
STIFSENT	1999	200	6.773879142	2479
STIFSENT	2000	200	5.645479668	2991
STIFSENT	2001	200	6.52173913	2821
STIFSENT	2002	200	6.699547883	2929
STIFSENT	2003	200	6.969205835	3634
STIFSENT	2004	200	5.090236002	2610
STIFSENT	2005	200	4.952830189	600
STIFSENT2	2001	200	17.6398279	2191
STIFSENT2	2005	200	13.94472362	3226
STIFSENTP	1992	200	8.543922984	2855
STIFSENTP	1994	200	4.581551619	1833
STIFSENTP	1995	200	6.044376435	1498
STIFSENTP	1997	200	6.386418755	1573
STRIKES1	1958	200	52.94117647	600
STRIKES1	1964	110	44.23076923	600
STRIKES1	1966	110	47.16981132	600
STRIKES1	1968	110	49.01960784	600
STRIKES1	1970	110	46.15384615	600
STRIKES2	1972	110	58.5106383	600
STRIKES2	1972	110	61.45833333	600
STRIKES2	1974	110	61.05263158	600
STRIKES2	1978	110	55.43478261	600
STRIKES2	1979	110	56.98924731	600
STRIKES3	1972	110	20.87912088	600
STRIKES3	1972	110	20.21276596	600
STRIKES3	1974	110	23.65591398	600
STRIKES3	1978	110	25	600
STRIKES3	1979	110	17.0212766	600
STRIKES4	1964	110	21.66666667	600
STRIKES4	1966	110	20	600
STRIKES4	1969	110	20	600
STRIKES4	1970	110	19.29824561	600
STRIKES5	1964	110	28.20512821	600
STRIKES5	1966	110	25	600
STRIKLIM	1976	110	46.51162791	600
STRIKLIM	1977	110	44.04761905	600
STRIKLIM	1978	110	41.17647059	600
STRIKLIM	1979	110	32.22222222	600
STRONGTU	1993	110	68.33948339	600
STRONGTU	1995	110	70.23377922	600
STRONGTU	1997	110	69.37711754	600
STRONGTU	2000	110	75.43745949	600
STRONGTU	2004	110	74.20019223	600
TAXBETTER	1990	150	69.56521739	600
TAXBETTER	1991	150	78.04878049	600
TAXBETTER	1992	150	76.25	600
TAXBETTER	1993	150	82.55813953	600
TAXBETTER	1994	150	77.10843373	600
TAXBETTER	1996	150	80.45977011	600
TAXBETTER	1997	150	79.12087912	600
TAXBETTER	1998	150	78.02197802	600
TAXBETTER	2000	150	71.73913043	600
TAXBETTER	2005	150	78.87323944	600
TAXME	2003	150	32.14285714	600
TAXME	2005	150	35.36585366	600
TAXPROP	1963	150	48.8372093	600
TAXPROP	1963	150	48.8372093	600
TAXPROP	1968	150	47.05882353	600
TAXPROP	1968	150	43.18181818	600
TAXSPEND	1983	150	79	1719
TAXSPEND	1984	150	87.73841962	1644
TAXSPEND	1985	150	88.9135255	1769
TAXSPEND	1986	150	90.61696658	3066
TAXSPEND	1987	150	93.70771313	2766
TAXSPEND	1989	150	95.42559351	2858
TAXSPEND	1990	150	94.3943299	2698
TAXSPEND	1991	150	95.04132231	2836
TAXSPEND	1993	150	93.41708543	2944
TAXSPEND	1994	150	93.82544104	3469
TAXSPEND	1995	150	92.69521411	3632
TAXSPEND	1996	150	93.79641765	3620
TAXSPEND	1997	150	94.79048698	1355
TAXSPEND	1998	150	95.6123433	3147
TAXSPEND	1999	150	93.77892031	3143
TAXSPEND	2000	150	91.65341812	2302
TAXSPEND	2001	150	95.72691552	3287
TAXSPEND	2002	150	95.12843224	3436
TAXSPEND	2003	150	88.90666667	3275
TAXSPEND	2004	150	89.7766323	2131
TAXSPEND	2005	150	87.44473917	2167
TAXSPND1	1978	150	60.9375	600
TAXSPND1	1979	150	68.75	600
TAXSPND1	1979	150	63.76811594	600
TAXSPND1	1980	150	70.27027027	600
TAXSPND1	1980	150	69.56521739	600
TAXSPND1	1983	150	68.05555556	600
TAXSPND1	1984	150	79.41176471	600
TAXSPND1	1984	150	82.85714286	600
TAXSPND1	1985	150	78.66666667	600
TAXSPND1	1986	150	78.94736842	600
TAXSPND1	1986	150	79.01234568	600
TAXSPND1	1986	150	88.31168831	600
TAXSPND1	1987	150	83.56164384	600
TAXSPND1	1987	150	85.71428571	600
TAXSPND1	1989	150	87.95180723	600
TAXSPND1	1989	150	88.60759494	600
TAXSPND1	1989	150	83.11688312	600
TAXSPND1	1990	150	85.71428571	600
TAXSPND1	1990	150	84.14634146	600
TAXSPND1	1990	150	87.34177215	600
TAXSPND1	1991	150	86.74698795	600
TAXSPND1	1991	150	86.48648649	600
TAXSPND1	1991	150	87.67123288	600
TAXSPND1	1992	150	86.84210526	600
TAXSPND1	1993	150	87.34177215	600
TAXSPND1	1993	150	90.36144578	600
TAXSPND1	1995	150	89.61038961	600
TAXSPND1	1996	150	88.75	600
TAXSPND1	1996	150	88.60759494	600
TAXSPND1	1997	150	91.13924051	600
TAXSPND1	1997	150	91.56626506	600
TAXSPND1	1998	150	86.11111111	600
TAXSPND1	1998	150	87.65432099	600
TAXSPND1	1999	150	84.21052632	600
TAXSPND1	2000	150	83.56164384	600
TAXSPND1	2000	150	81.08108108	600
TAXSPND1	2000	150	80.28169014	600
TAXSPND1	2005	150	78.87323944	600
TAXSPND2	2002	150	80.28169014	600
TAXSPND2	2003	150	81.25	600
TAXSPND2	2003	150	61.40350877	600
TAXSPND2	2005	150	66.66666667	600
TAXSPND2	2005	150	66.21621622	600
TAXSPND3	1963	150	44.08602151	600
TAXSPND3	1966	150	39.56043956	600
TAXSPND3	1969	150	23.33333333	600
TAXSPND3	1970	150	29.34782609	600
TAXSPND4	1960	150	70.52631579	600
TAXSPND4	1961	150	67.67676768	600
TOLERANT	1992	200	76.7162746	3304
TOLERANT	1996	200	78.16683831	3104
TOLERANT	1997	200	80.72992701	1087
TOLERANT	1997	200	76.52849741	3093
TOLERANT	2001	200	78.36431227	2191
TOLERANT	2005	200	71.78087567	2326
TOOMUCH	2003	150	25.80645161	600
TOOMUCH	2005	150	31.39534884	600
TRADVALS	1986	210	16.45813282	1314
TRADVALS	1987	210	15.45547595	1243
TRADVALS	1987	210	23.77232143	3414
TRADVALS	1989	210	19.57644628	2528
TRADVALS	1990	210	14.56415809	2348
TRADVALS	1991	210	19.17960089	1222
TRADVALS	1992	210	21.48203593	3304
TRADVALS	1993	210	7.170923379	1327
TRADVALS	1994	210	21.52302782	2957
TRADVALS	1995	210	14.27406199	3146
TRADVALS	1996	210	13.17238458	3104
TRADVALS	1997	210	18.43971631	1088
TRADVALS	1997	210	11.66525782	3093
TRADVALS	1998	210	13.72031662	2545
TRADVALS	1999	210	12.07363292	2478
TRADVALS	2000	210	10.63559322	2991
TRADVALS	2001	210	15.15877771	2191
TRADVALS	2001	210	12.01104464	2821
TRADVALS	2002	210	13.19353429	2929
TRADVALS	2003	210	11.74161313	3634
TRADVALS	2004	210	9.122118686	2551
TRADVALS	2005	210	9.570552147	600
TRADVALS	2005	210	8.244274809	3226
TUBETTER	1984	110	64.70588235	600
TUBETTER	1984	110	72.4137931	600
TUBETTER	1985	110	72.94117647	600
TUBETTER	1986	110	71.95121951	600
TUBETTER	1987	110	71.08433735	600
TUBETTER	1988	110	71.76470588	600
TUCNTRL	1980	110	12.37113402	600
TUCNTRL	1980	110	12.12121212	600
TUCNTRL	1981	110	14.43298969	600
TUCNTRL	1982	110	16.66666667	600
TUCNTRL	1982	110	15.46391753	600
TUCOMP	1977	110	26.31578947	600
TUCOMP	1980	110	22.22222222	600
TUCOMP	1981	110	31.81818182	600
TUCOMP	1984	110	32.60869565	600
TUCOMP2	1969	110	37.64705882	600
TUCOMP2	1970	110	37.5	600
TUCOMP2	1973	110	26.96629213	600
TUCOMP2	1974	110	27.38095238	600
TUCOMP2	1975	110	29.34782609	600
TUCOMP2	1976	110	28.26086957	600
TUCOMP2	1977	110	23.33333333	600
TUCOMP2	1979	110	23.65591398	600
TUCOMP2	1980	110	26.31578947	600
TUCOMP2	1981	110	23.65591398	600
TUCOMP2	1982	110	29.78723404	600
TUCOMP3	1959	110	37.5	600
TUCOMP3	1964	110	32.92682927	600
TUCOMP3	1966	110	28.73563218	600
TUCOMP3	1968	110	33.72093023	600
TUEFFIC	1955	110	7.777777778	600
TUEFFIC	1957	110	8.235294118	600
TUEFFIC	1964	110	4.705882353	600
TUEFFIC	1966	110	5.434782609	600
TUESSEN	1975	110	82.95454545	600
TUESSEN	1977	110	80.64516129	600
TUESSEN	1978	110	82.9787234	600
TUESSEN	1979	110	83.33333333	600
TUESSEN	1980	110	81.81818182	600
TUESSEN	1981	110	82.02247191	600
TUESSEN	1982	110	77.17391304	600
TUESSEN	1983	110	82.79569892	600
TUESSEN	1984	110	79.7752809	600
TUESSEN	1989	110	80.8988764	600
TUESSEN	1989	110	86.51685393	600
TUESSEN	1990	110	76.66666667	600
TUESSEN	1990	110	87.91208791	600
TUESSEN	1992	110	85.26315789	600
TUESSEN	1992	110	86.04651163	600
TUESSEN	1993	110	88.88888889	600
TUESSEN	1994	110	89.13043478	600
TUESSEN	1995	110	88.76404494	600
TUEXTREM	1975	110	23.80952381	600
TUEXTREM	1977	110	24.13793103	600
TUEXTREM	1978	110	33.33333333	600
TUEXTREM	1979	110	26.37362637	600
TUEXTREM	1980	110	22.22222222	600
TUEXTREM	1981	110	26.5060241	600
TUEXTREM	1982	110	26.13636364	600
TUEXTREM	1984	110	27.27272727	600
TUEXTREM	1989	110	32.5	600
TUEXTREM	1990	110	37.5	600
TUEXTREM	1992	110	55.26315789	600
TUEXTREM	1993	110	53.33333333	600
TUEXTREM	1994	110	61.03896104	600
TUEXTREM	1995	110	59.21052632	600
TUFAIR	1984	110	68.13186813	600
TUFAIR	1984	110	74.46808511	600
TUFAIR	1985	110	75.55555556	600
TUFAIR	1986	110	75.55555556	600
TUFAIR	1987	110	80.43478261	600
TUFAIR	1988	110	78.88888889	600
TUGOOD	1952	110	85.18518519	600
TUGOOD	1955	110	78.82352941	600
TUGOOD	1956	110	75.30864198	600
TUGOOD	1957	110	71.62162162	600
TUGOOD	1957	110	73.68421053	600
TUGOOD	1958	110	71.25	600
TUGOOD	1958	110	80.26315789	600
TUGOOD	1959	110	82.19178082	600
TUGOOD	1961	110	78.66666667	600
TUGOOD	1961	110	67.85714286	600
TUGOOD	1963	110	74.69879518	600
TUGOOD	1963	110	81.25	600
TUGOOD	1966	110	74.07407407	600
TUGOOD	1966	110	70.23809524	600
TUGOOD	1966	110	75.90361446	600
TUGOOD	1967	110	72.28915663	600
TUGOOD	1968	110	73.86363636	600
TUGOOD	1968	110	78.57142857	600
TUGOOD	1969	110	68.6746988	600
TUGOOD	1970	110	71.42857143	600
TUGOOD	1971	110	74.69879518	600
TUGOOD	1972	110	63.63636364	600
TUGOOD	1972	110	64.70588235	600
TUGOOD	1973	110	59.30232558	600
TUGOOD	1973	110	70.93023256	600
TUGOOD	1973	110	70.37037037	600
TUGOOD	1974	110	65.88235294	600
TUGOOD	1974	110	66.66666667	600
TUGOOD	1975	110	51.19047619	600
TUGOOD	1975	110	60	600
TUGOOD	1976	110	70.58823529	600
TUGOOD	1977	110	61.62790698	600
TUGOOD	1978	110	64.77272727	600
TUGOOD	1979	110	58.62068966	600
TUGOOD	1979	110	50	600
TUGOOD	1980	110	52.22222222	600
TUGOOD	1980	110	59.5505618	600
TUGOOD	1980	110	67.41573034	600
TUGOOD	1981	110	66.66666667	600
TUGOOD	1982	110	66.29213483	600
TUGOOD	1982	110	58.88888889	600
TUGOOD	1983	110	71.59090909	600
TUGOOD	1984	110	64.77272727	600
TUGOOD	1984	110	67.03296703	600
TUGOOD	1985	110	75.82417582	600
TUGOOD	1985	110	73.03370787	600
TUGOOD	1986	110	75.28089888	600
TUGOOD	1987	110	80.68181818	600
TUGOOD	1988	110	76.40449438	600
TUGOOD	1989	110	73.91304348	600
TUGOOD	1990	110	76.13636364	600
TUGOOD	1991	110	80.45977011	600
TUGOOD	1992	110	70.45454545	600
TUGOOD	1993	110	79.7752809	600
TUGOOD	1994	110	75.29411765	600
TUGOOD	1995	110	78.82352941	600
TUGOOD	1996	110	77.01149425	600
TUGOOD	1997	110	78.125	600
TUJOIN	1976	110	52.3255814	600
TUJOIN	1977	110	42.1686747	600
TUJOIN	1978	110	48.80952381	600
TUJOIN	1979	110	44.70588235	600
TUJOIN	1980	110	47.19101124	600
TUJOIN	1981	110	43.67816092	600
TUJOIN	1982	110	47.72727273	600
TUJOIN	1983	110	54.54545455	600
TUJOIN	1984	110	56.97674419	600
TULAWS	1983	110	35.22231909	3730
TULAWS	1986	110	44.57274827	1317
TULAWS	1987	110	39.61140708	3826
TULAWS	1992	110	52.04791345	3534
TULAWS	1997	110	52.19885277	3615
TULDRS	1984	110	15.11627907	600
TULDRS	1984	110	18.07228916	600
TULDRS	1985	110	16.86746988	600
TULDRS	1986	110	20.73170732	600
TULDRS	1987	110	20.51282051	600
TULDRS	1988	110	26.19047619	600
TUNEEDED	1984	110	65.59139785	600
TUNEEDED	1984	110	73.11827957	600
TUNEEDED	1985	110	74.72527473	600
TUNEEDED	1986	110	73.91304348	600
TUNEEDED	1987	110	76.92307692	600
TUNEEDED	1988	110	74.44444444	600
TUPOWER	1964	110	35.33123028	634
